,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
10,10055_ZDHHC7_P1P2_ENSG00000153786,1,0,0,2,5,3,7,7,1,7,4,4,1,0,10,8,4,14,16,0,18,9,2,16,12,4,25,10,4,24,14,27,11,26,20,36,25,25,4,28,26,1,26,2,22,19,47,9,34,27,32,3,36,33,11,22,57,2,18,47,52,16,12,8,31,16,14,24,4,61,66,72,53,60,22,2,49,14,40,0,55,61,55,6,41,54,20,24,40,46,4,82,67,77,0,47,90,12,91
11,10056_ZDHHC7_P1P2_ENSG00000153786,0,1,1,4,0,1,0,8,5,0,10,8,4,13,2,4,16,10,2,5,9,3,1,4,13,20,1,21,15,29,12,25,20,17,16,5,12,32,16,8,10,9,25,0,23,11,38,29,33,19,0,52,15,1,8,5,25,16,1,20,5,9,26,22,2,41,64,32,54,36,38,54,43,63,51,33,39,6,2,4,12,80,2,72,59,28,76,79,57,85,64,55,19,40,73,72,68,75,83
12,10073_ZFC3H1_P1P2_ENSG00000133858,0,1,3,4,0,1,5,2,2,9,2,5,0,4,4,10,5,11,5,15,17,16,14,17,20,15,5,19,7,14,23,21,28,22,21,6,29,37,8,13,25,2,34,44,45,28,43,25,38,44,21,40,42,38,54,8,48,41,44,51,27,39,24,64,40,51,48,10,49,65,55,40,49,29,25,43,48,51,44,22,63,46,46,51,34,49,53,67,54,72,29,53,50,44,48,39,41,52,37
13,10094_ZFP69B_P1P2_ENSG00000187801,1,0,0,2,5,3,7,7,1,7,1,4,10,8,10,8,4,14,16,0,18,9,2,16,12,4,25,10,4,24,30,27,31,26,20,13,25,12,20,19,26,37,0,2,22,10,21,9,34,27,32,3,36,33,11,2,57,2,18,47,52,16,12,30,17,16,14,24,4,61,66,38,53,60,22,2,68,75,40,0,55,61,13,40,41,54,20,24,40,46,4,82,67,11,0,0,90,12,91
14,10104_ZFR_P1P2_ENSG00000056097,1,0,0,2,5,4,6,1,4,7,4,4,1,0,14,1,6,18,0,18,8,19,16,23,16,14,16,22,25,18,15,8,25,25,0,8,2,11,26,26,18,22,13,20,27,35,31,26,31,37,12,11,31,40,47,16,29,19,42,32,58,47,48,15,37,1,58,28,15,53,43,39,45,54,42,26,32,49,55,50,81,75,24,49,78,55,19,12,70,73,39,23,75,82,50,29,58,28,53
15,1011_C18orf21_P1P2_ENSG00000141428,0,1,1,4,0,1,5,8,5,0,10,8,4,13,2,4,7,1,2,5,9,3,1,21,13,12,27,25,20,29,12,30,29,17,1,5,36,1,16,27,30,36,32,34,33,26,36,27,48,15,35,37,15,14,37,1,1,42,39,54,5,57,59,56,23,52,15,1,2,24,34,69,61,67,69,54,71,47,76,16,44,33,71,81,65,0,10,45,74,28,64,43,38,94,84,49,69,54,67
16,10135_ZMAT2_P2_ENSG00000146007,1,2,2,3,1,0,1,3,3,5,3,1,12,14,6,5,3,13,6,6,20,13,22,20,18,10,24,26,6,28,10,14,21,14,3,18,32,20,28,36,29,24,4,1,36,17,22,17,21,25,10,44,18,11,39,3,0,39,2,18,54,48,28,36,49,58,21,55,47,28,4,24,13,59,57,62,51,46,35,48,79,21,77,68,61,39,64,68,46,25,80,9,54,36,55,32,60,42,20
17,10136_ZMAT2_P1_ENSG00000146007,0,1,3,0,3,5,2,4,6,10,7,6,6,11,5,2,15,5,11,10,21,11,5,7,9,9,23,14,13,0,16,16,6,28,6,11,9,15,12,17,32,7,5,16,3,42,10,0,3,0,3,35,2,43,14,25,15,27,40,28,43,43,47,11,57,49,7,13,37,14,32,41,55,34,53,72,70,76,17,70,5,41,74,70,81,74,21,74,60,75,3,12,22,24,78,25,9,18,44
18,10139_ZMAT5_P1P2_ENSG00000100319,0,2,2,1,4,6,4,5,8,8,5,3,11,12,7,3,8,4,14,2,1,5,4,10,3,26,9,8,27,4,5,19,18,24,28,10,22,34,23,11,5,32,30,22,34,14,3,34,17,3,2,15,29,30,1,12,54,52,13,31,39,30,20,59,43,22,55,68,27,20,52,71,44,8,39,45,27,37,26,55,3,27,10,84,37,8,84,6,21,87,37,39,53,48,37,68,75,65,45
19,10146_ZMYM4_P1P2_ENSG00000146463,1,0,0,2,5,4,6,1,4,7,4,4,1,0,14,1,6,18,0,18,8,19,16,23,16,16,16,22,19,13,2,8,25,5,8,8,2,22,11,2,14,34,37,9,31,20,18,8,10,13,20,39,1,27,34,38,2,51,35,48,40,0,33,60,22,50,67,0,45,10,30,25,56,42,18,16,75,43,51,14,78,14,51,11,51,13,50,25,67,3,15,19,82,10,58,78,74,53,48
20,10152_ZNF100_P1P2_ENSG00000197020,1,0,0,2,5,4,6,1,4,7,4,4,1,0,14,1,6,18,0,18,8,19,16,23,16,14,16,22,25,18,15,8,25,25,0,8,2,11,26,26,18,22,13,20,27,35,31,26,31,37,12,11,31,40,47,16,29,19,42,32,58,47,48,15,22,1,67,28,15,53,7,39,56,54,42,26,32,49,55,50,10,42,24,49,78,55,19,12,66,33,39,49,74,28,18,78,6,95,53
21,10163_ZNF131_P1P2_ENSG00000172262,0,1,1,1,0,2,0,8,5,0,10,11,13,1,11,0,16,10,18,8,19,22,6,9,24,6,4,4,15,15,18,25,32,15,29,33,1,19,6,8,33,17,7,10,23,11,5,21,24,19,13,13,30,53,12,5,50,11,54,58,46,9,19,53,16,41,35,39,13,2,38,54,43,63,66,22,10,68,65,23,76,60,70,54,85,52,6,27,88,20,74,67,31,84,1,80,68,23,66
22,10165_ZNF133_P1P2_ENSG00000125846,1,0,0,2,5,3,7,7,1,1,1,10,10,8,10,8,4,14,16,0,18,9,7,16,0,4,25,17,4,3,30,20,31,11,23,13,34,12,20,19,26,37,0,2,22,10,21,3,18,7,32,3,8,20,11,2,57,2,50,47,52,16,27,30,17,16,14,57,4,61,66,38,53,25,59,32,68,75,22,39,49,81,13,31,6,42,73,2,40,11,82,38,63,11,11,0,0,84,24
23,1016_C19orf25_P1P2_ENSG00000119559,1,2,2,3,2,4,3,0,0,3,6,7,3,3,0,16,13,6,9,11,13,17,3,24,6,8,13,16,29,1,7,32,13,23,14,34,7,2,1,33,36,30,11,24,17,27,34,16,15,6,16,1,9,18,21,41,23,0,56,49,24,25,41,19,3,25,28,3,39,51,39,46,1,51,6,73,41,23,61,32,0,7,72,67,5,72,69,43,75,10,68,40,21,64,61,3,73,79,43
24,10173_ZNF143_P1P2_ENSG00000166478,0,1,3,0,3,5,2,2,5,0,10,2,2,2,1,7,1,15,15,1,2,12,11,21,10,21,27,25,20,2,11,30,29,27,1,1,36,1,30,27,22,36,32,34,41,26,29,27,36,18,8,19,25,14,16,42,52,5,51,39,37,1,23,21,41,13,44,44,66,70,1,12,54,31,21,23,56,29,23,45,38,77,67,69,9,53,61,32,86,89,71,17,28,63,71,1,48,57,3
25,10201_ZNF207_P2_ENSG00000010244,1,0,0,2,5,4,6,1,4,3,11,7,5,10,15,9,11,9,17,13,14,2,12,8,11,16,7,2,19,30,26,23,5,34,8,28,14,0,27,31,39,23,40,36,15,41,44,44,6,31,1,49,12,29,33,47,18,36,25,23,1,10,32,20,46,32,39,14,24,8,71,47,47,1,62,46,76,17,3,78,7,2,53,78,39,85,46,62,43,56,18,70,93,65,17,77,87,97,1
26,10202_ZNF207_P1_ENSG00000010244,0,1,3,0,3,5,2,4,6,10,7,6,6,11,5,2,15,5,11,10,21,11,5,7,9,9,23,14,2,16,16,16,6,6,17,11,13,6,3,6,32,12,5,37,13,4,33,40,22,0,31,35,2,6,14,25,5,27,9,3,60,6,38,35,57,38,7,38,57,57,49,4,18,71,58,37,58,24,48,59,37,15,3,82,14,3,56,38,37,40,75,85,45,8,70,67,79,58,7
27,1022_C19orf53_P1P2_ENSG00000104979,0,1,3,0,3,5,2,4,6,10,7,2,2,2,1,7,1,2,1,4,10,4,18,18,21,19,3,27,21,20,19,2,15,33,35,27,6,29,39,38,15,33,27,3,21,39,41,33,19,28,17,16,45,37,52,33,38,30,57,8,30,28,13,55,13,24,66,34,52,39,24,53,38,58,50,66,34,77,78,20,52,4,60,64,42,40,39,61,17,22,26,66,73,76,28,23,3,77,41
28,10231_ZNF236_P1P2_ENSG00000130856,0,1,1,4,0,1,5,2,9,4,8,8,4,13,2,4,7,1,5,15,17,16,1,17,13,20,5,21,12,23,12,5,28,18,18,25,30,23,33,3,11,38,41,7,2,7,1,30,39,23,41,41,22,25,44,20,20,44,38,56,2,15,34,61,19,35,40,54,35,7,63,62,28,45,33,27,19,5,54,24,72,25,26,5,82,7,54,44,42,13,16,92,20,46,14,33,64,46,77
29,10236_ZNF24_P1P2_ENSG00000172466,1,2,2,3,2,4,6,1,4,3,6,7,3,3,0,16,13,0,9,11,12,0,3,15,6,8,13,16,29,1,7,32,14,1,14,34,8,33,1,32,36,30,11,4,17,27,34,16,15,29,39,1,23,50,7,55,7,24,33,49,11,36,2,19,14,64,43,58,36,63,14,15,67,47,48,44,57,60,28,5,66,50,16,1,16,44,26,72,10,23,36,79,62,18,94,28,37,67,11
30,10239_ZNF253_P1P2_ENSG00000256771,1,0,0,2,5,3,6,1,4,7,4,4,1,0,14,1,6,18,0,18,8,19,7,23,16,14,16,22,25,18,2,8,25,5,0,8,2,22,38,2,14,1,37,9,31,0,11,9,10,13,20,39,1,27,34,38,2,29,35,5,12,0,33,60,62,26,67,0,33,10,30,25,56,42,18,47,75,33,14,71,10,14,51,46,51,13,50,58,16,31,66,31,24,74,58,85,74,55,48
31,10266_ZNF284_ENST00000421176.3_ENSG00000186026,1,0,0,2,5,3,6,1,4,7,4,4,1,0,10,1,6,14,0,18,8,19,7,16,16,16,25,17,4,18,2,8,31,5,20,8,25,22,11,2,14,1,37,9,31,0,18,9,10,13,20,39,1,27,34,38,2,29,35,5,12,0,33,60,1,26,54,0,33,34,30,25,7,42,67,47,75,33,14,71,32,14,51,73,0,13,50,56,2,31,66,31,24,74,58,85,74,55,48
32,10272_ZNF292_P1P2_ENSG00000188994,1,0,0,2,5,3,6,1,4,7,4,4,1,0,10,8,4,14,16,18,8,19,2,23,16,14,16,22,25,18,15,8,25,25,0,8,2,11,38,26,18,22,13,20,27,19,11,26,31,37,12,36,50,49,22,51,24,25,0,32,58,26,53,46,37,66,5,20,48,41,43,39,24,10,30,26,9,57,55,43,81,35,24,30,26,70,41,58,16,73,56,23,44,28,82,31,52,73,6
33,10280_ZNF317_P1P2_ENSG00000130803,1,0,0,2,5,3,7,7,1,1,1,10,10,8,10,8,4,14,16,0,18,9,7,16,0,4,25,17,4,3,30,20,31,11,23,13,34,12,20,19,26,37,0,2,22,10,21,3,34,7,32,3,8,33,11,40,57,2,18,47,52,52,27,8,17,63,14,56,32,26,2,38,53,25,59,42,68,75,56,39,49,81,13,40,76,54,74,2,40,11,82,38,63,11,77,45,92,41,24
34,10297_ZNF335_P1P2_ENSG00000198026,0,1,3,4,3,5,2,2,2,9,2,5,0,4,4,10,5,11,5,1,2,12,11,2,10,5,19,3,26,2,1,11,0,0,24,24,3,16,34,25,1,29,3,43,26,46,29,7,8,4,49,28,49,32,42,13,27,50,22,16,10,55,36,27,10,42,62,23,40,56,23,55,42,12,2,61,62,61,43,72,39,43,78,55,67,64,28,63,3,57,6,54,6,1,47,79,17,27,78
35,1029_C1D_P1P2_ENSG00000197223,0,2,2,1,4,2,3,0,0,8,5,3,11,12,7,3,8,4,14,2,1,5,9,10,3,26,9,8,27,4,13,19,2,24,28,10,22,34,23,11,5,32,30,22,34,14,3,34,17,3,2,15,29,30,1,12,54,52,13,31,39,30,20,59,15,22,55,68,27,20,52,71,44,8,39,45,27,37,26,55,3,27,10,84,37,8,84,6,81,87,37,74,84,48,37,68,32,65,21
36,1032_C1QBP_P1P2_ENSG00000108561,0,1,1,1,0,1,0,8,5,0,10,11,13,1,11,0,16,10,2,5,19,20,13,9,1,6,4,4,15,29,6,25,32,17,29,5,16,21,10,24,10,17,25,17,23,11,5,2,48,19,29,13,15,53,12,5,34,11,1,58,5,9,19,34,2,41,15,39,2,68,38,54,43,15,64,36,39,64,65,76,12,1,70,72,59,52,76,55,57,35,64,55,87,40,73,72,68,61,83
37,10336_ZNF407_ENST00000299687.5_ENSG00000215421,1,0,0,2,5,3,7,7,1,7,1,4,10,8,10,8,4,14,16,0,18,9,2,1,12,4,2,10,22,24,14,27,11,26,10,36,23,25,4,7,8,20,26,31,14,32,47,28,45,5,36,21,17,12,41,37,47,22,19,24,6,58,0,24,60,36,50,49,68,30,15,6,68,56,40,38,26,26,41,40,80,56,29,65,27,15,51,46,62,21,41,78,51,57,75,76,20,68,99
38,1033_C1QTNF4_P1P2_ENSG00000172247,1,0,0,3,2,4,6,1,4,3,6,7,3,3,0,16,13,0,9,11,3,0,12,6,6,8,13,16,29,1,26,32,14,32,14,19,8,33,37,32,6,14,42,4,17,37,6,16,1,29,39,46,23,50,45,55,7,9,33,10,11,2,56,3,34,14,43,58,0,1,29,27,25,13,35,31,46,60,71,56,66,78,65,77,79,44,8,72,10,43,1,41,62,0,7,20,91,29,94
39,1035_C1orf109_P1_ENSG00000116922,1,0,0,2,5,3,7,7,1,1,1,10,10,10,15,9,11,9,17,13,14,2,21,22,19,22,14,28,1,9,30,3,16,9,23,20,34,26,22,12,0,11,19,39,37,10,24,3,18,7,4,51,8,47,0,40,53,54,5,55,16,37,9,58,45,6,46,6,50,59,45,9,33,37,36,69,0,42,25,69,23,16,38,47,60,45,43,51,89,63,23,26,40,4,86,35,78,92,93
40,1036_C1orf109_P2_ENSG00000116922,1,0,0,2,5,4,6,1,4,3,4,4,1,0,14,1,6,18,0,18,8,19,16,23,16,14,16,22,17,26,21,13,25,25,30,17,2,18,26,21,27,5,43,30,43,40,42,41,49,43,26,11,40,4,4,27,35,38,42,14,40,23,29,47,61,29,67,21,63,35,7,19,17,24,37,75,55,4,51,47,34,42,56,11,64,65,44,53,66,33,51,49,74,58,32,37,6,95,59
41,10380_ZNF468_P1P2_ENSG00000204604,1,0,0,2,5,3,7,7,1,1,1,10,10,8,3,15,17,3,4,16,0,14,10,19,14,13,18,6,10,11,9,10,23,31,23,32,5,4,22,12,0,37,16,27,37,10,24,3,18,7,4,51,8,20,0,2,53,54,5,55,35,37,27,58,45,53,46,6,50,62,51,9,3,25,59,32,44,16,77,21,73,16,38,47,35,42,43,51,89,62,23,86,83,4,86,41,0,5,57
42,10397_ZNF492_P1P2_ENSG00000229676,1,0,0,2,5,3,7,7,1,7,4,4,1,0,10,8,4,14,16,0,18,9,2,1,12,4,2,10,22,24,14,27,11,26,20,36,25,25,38,28,8,1,26,31,14,19,11,9,30,5,36,36,50,49,22,51,24,25,0,0,44,26,53,46,62,66,5,20,48,41,67,35,24,10,30,55,49,26,40,0,42,61,55,6,41,70,41,24,39,17,4,3,64,77,0,47,90,12,46
43,103_ACSS2_P1P2_ENSG00000131069,1,2,2,3,1,0,1,3,3,5,3,1,12,6,8,11,10,17,3,19,4,8,17,3,4,7,8,24,11,5,3,1,8,20,34,22,0,28,18,14,37,3,18,29,20,29,9,6,13,14,5,4,13,9,40,28,30,3,8,53,7,4,15,38,20,20,61,2,28,49,17,18,69,5,65,0,22,22,30,58,4,37,57,7,48,80,9,18,45,2,77,14,18,86,30,21,27,6,82
44,10405_ZNF506_P1P2_ENSG00000081665,1,0,0,2,2,4,6,1,4,3,6,7,3,3,14,1,6,18,0,11,3,0,16,6,6,8,13,16,17,26,21,13,14,32,30,19,21,18,37,21,27,5,42,30,43,40,45,41,28,33,26,29,27,24,45,7,7,9,46,14,33,59,56,57,34,29,11,50,0,1,57,68,63,13,35,76,16,63,6,56,58,24,56,83,15,16,78,19,56,64,63,59,58,90,74,71,91,2,94
45,1040_C1orf131_P1P2_ENSG00000143633,0,1,1,4,0,1,5,2,2,9,2,8,4,13,2,4,7,1,5,15,17,16,14,17,20,15,5,19,7,23,23,5,28,18,18,6,30,23,33,13,11,38,41,7,2,7,1,30,39,23,41,41,22,25,44,20,20,44,38,56,2,15,4,48,19,35,17,54,9,7,44,34,28,4,33,27,19,5,29,73,1,65,8,60,82,7,65,44,31,13,16,81,72,89,6,73,11,88,28
46,10447_ZNF559_P1P2_ENSG00000188321,0,2,2,0,4,6,4,5,8,6,9,9,7,5,13,12,9,7,7,9,7,10,20,5,7,17,6,12,8,8,29,7,24,10,11,7,35,30,2,15,7,27,6,40,4,2,7,37,9,32,19,22,7,10,10,6,9,7,23,60,9,49,11,40,54,5,12,7,62,45,54,64,27,52,13,17,12,34,36,10,48,59,66,56,22,10,29,35,36,12,9,24,10,52,2,22,29,45,36
47,10463_ZNF574_P1_ENSG00000105732,0,1,1,1,4,2,0,8,5,0,10,11,13,1,11,0,16,10,18,20,19,20,13,9,24,6,4,4,0,27,6,4,32,3,29,21,27,8,10,37,33,17,22,33,0,11,5,39,24,48,42,50,6,45,32,36,34,11,29,58,15,24,43,34,48,10,4,62,67,52,10,10,73,69,16,53,28,70,34,46,74,32,68,71,52,20,57,11,41,58,10,29,87,12,8,86,93,47,33
48,10464_ZNF574_P2_ENSG00000105732,1,0,0,2,5,3,7,7,1,7,4,4,1,0,10,8,4,14,16,18,8,19,7,16,0,16,25,17,4,3,2,20,31,11,20,13,25,12,20,19,26,1,37,9,31,0,21,9,10,27,20,39,1,33,11,22,28,43,18,30,12,52,54,8,1,26,54,0,32,34,2,72,7,18,67,42,23,14,56,71,32,40,45,73,0,1,7,56,2,54,47,31,88,51,27,83,18,25,56
49,104_ACTB_P1P2_ENSG00000075624,1,0,0,2,5,3,7,7,1,1,1,10,10,10,3,15,17,3,4,16,0,14,21,22,19,22,14,28,1,9,9,10,23,31,23,32,17,26,22,12,0,11,16,27,37,9,24,32,23,12,4,14,20,5,0,14,22,13,21,11,16,37,18,17,32,6,46,6,29,59,45,63,33,37,36,9,50,44,25,38,23,48,63,80,55,9,62,77,47,81,85,26,40,4,38,69,78,92,93
50,"10531_ZNF658_ENST00000377626.3,ENST00000602553.1_ENSG00000274349",1,0,0,2,5,4,6,1,4,7,4,4,1,0,14,1,6,18,0,18,8,19,16,8,16,16,7,2,19,13,2,23,5,5,8,28,14,22,11,2,14,34,9,9,31,20,18,8,10,13,43,39,1,27,34,38,55,51,35,48,40,0,16,60,22,50,23,0,45,10,70,1,21,61,3,56,35,43,27,14,78,69,1,73,50,59,50,25,67,3,15,19,82,10,89,7,63,53,22
51,10542_ZNF674_P1P2_ENSG00000251192,1,0,0,2,5,3,7,7,1,1,1,10,10,8,3,15,17,3,4,16,0,14,10,19,14,13,18,6,10,11,24,10,23,2,26,3,5,4,14,30,20,16,16,27,37,36,2,19,18,12,4,43,41,20,31,49,6,49,50,33,35,27,52,58,8,53,26,26,58,62,51,22,3,6,70,32,44,16,77,12,73,67,62,2,35,42,73,51,77,62,38,18,83,67,80,41,35,34,57
52,10544_ZNF676_ENST00000397121.2_ENSG00000196109,1,0,0,2,5,3,7,7,1,1,1,10,10,8,3,15,17,3,4,16,0,14,10,19,14,13,18,6,10,11,9,10,23,31,26,32,17,4,22,12,0,11,16,27,25,9,32,32,23,12,38,14,20,5,53,14,22,13,21,11,32,8,18,17,32,21,22,46,29,17,68,63,48,68,0,9,50,44,69,38,54,48,63,63,54,9,62,16,47,81,11,8,60,80,87,69,26,59,5
53,10553_ZNF687_P1P2_ENSG00000143373,1,0,0,2,5,4,6,1,4,3,4,7,1,0,14,1,6,18,0,18,8,19,16,23,16,16,16,2,17,26,21,13,25,5,30,17,21,18,37,21,27,5,43,30,43,20,45,8,28,43,43,29,27,24,4,7,55,51,46,48,40,59,16,32,22,29,11,50,45,60,70,68,63,24,18,75,35,4,51,14,78,42,56,11,15,65,44,25,66,3,51,59,74,90,32,37,53,2,59
54,10574_ZNF706_P1P2_ENSG00000120963,1,2,2,3,2,4,6,1,4,3,6,7,3,3,0,16,13,6,9,11,3,0,3,6,6,8,13,16,29,1,7,32,14,32,14,34,8,33,1,33,36,30,11,4,17,27,34,16,15,29,39,1,9,18,21,41,7,0,56,49,24,36,56,57,34,64,28,58,39,1,39,46,1,51,75,31,41,23,28,25,0,78,16,67,49,44,8,43,10,53,36,79,21,64,7,34,37,43,49
55,"10585_ZNF718_ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1_ENSG00000250312",1,0,0,2,5,3,6,1,4,7,4,4,1,10,15,9,11,9,17,13,14,2,7,8,0,16,7,17,19,30,2,23,5,34,8,28,14,0,11,31,39,23,9,39,1,41,44,35,41,31,44,24,28,54,24,29,18,36,53,23,31,10,54,41,1,32,39,31,23,8,71,43,47,18,23,15,11,66,3,11,65,2,53,78,45,85,46,62,43,76,18,13,93,27,17,77,14,90,56
56,10586_ZNF718_ENST00000502662.1_ENSG00000250312,1,0,0,2,5,3,7,7,1,7,1,10,10,8,10,8,4,14,16,0,18,9,2,1,12,4,2,10,22,24,14,31,3,26,10,36,23,25,4,7,8,37,36,2,9,32,47,28,45,5,32,21,17,12,41,2,57,2,50,47,6,16,27,30,31,16,50,57,4,61,66,38,53,40,10,2,68,1,22,0,2,6,81,31,6,15,81,65,8,37,4,78,26,41,36,0,55,37,13
57,10587_ZNF718_ENST00000400172.3_ENSG00000250312,1,0,0,2,5,3,7,7,1,7,4,4,1,10,15,9,11,9,17,13,14,2,7,16,0,22,25,17,4,3,30,20,31,11,23,28,34,12,20,31,39,23,9,39,1,41,44,35,41,31,44,24,28,54,24,29,18,43,53,44,36,52,54,44,18,32,39,31,55,8,50,43,58,18,23,15,0,66,3,11,65,73,53,24,45,85,74,34,33,76,18,73,15,27,39,14,14,90,30
58,10589_ZNF720_P1P2_ENSG00000197302,0,2,1,1,4,2,0,8,5,0,10,11,13,1,11,0,16,10,18,8,19,20,4,9,24,6,4,4,0,27,6,4,18,3,13,21,27,8,29,37,33,0,22,33,0,3,23,39,43,42,42,18,29,16,26,21,13,32,29,27,29,17,63,16,12,27,24,16,64,44,53,23,16,69,73,8,66,13,66,77,22,32,47,16,1,38,40,39,53,84,17,4,39,72,31,12,97,69,80
59,10611_ZNF763_P1P2_ENSG00000197054,1,0,0,2,5,3,7,7,1,7,4,4,1,0,10,8,4,14,16,0,18,9,2,1,12,4,2,10,22,24,14,27,11,26,10,36,23,25,4,28,8,20,26,31,14,19,47,28,30,5,36,36,50,49,22,51,24,25,0,0,44,26,53,46,31,66,50,20,48,41,67,35,24,10,30,55,49,26,41,0,42,82,29,6,27,15,51,24,39,17,4,3,64,77,68,47,90,12,46
